Material,Z_Average,Z_Weighted_Average,Z_Max,Z_Min,Z_Std_dev,Z_Weighted_Std_dev,Electronegativity_Average,Electronegativity_Weighted_Average,Electronegativity_Max,Electronegativity_Min,Electronegativity_Std_dev,Electronegativity_Weighted_Std_dev,IonizationPotential_Average,IonizationPotential_Weighted_Average,IonizationPotential_Max,IonizationPotential_Min,IonizationPotential_Std_dev,IonizationPotential_Weighted_Std_dev,ElectronAffinity_Average,ElectronAffinity_Weighted_Average,ElectronAffinity_Max,ElectronAffinity_Min,ElectronAffinity_Std_dev,ElectronAffinity_Weighted_Std_dev,HOMO_Average,HOMO_Weighted_Average,HOMO_Max,HOMO_Min,HOMO_Std_dev,HOMO_Weighted_Std_dev,LUMO_Average,LUMO_Weighted_Average,LUMO_Max,LUMO_Min,LUMO_Std_dev,LUMO_Weighted_Std_dev,r_s_orbital_Average,r_s_orbital_Weighted_Average,r_s_orbital_Max,r_s_orbital_Min,r_s_orbital_Std_dev,r_s_orbital_Weighted_Std_dev,r_p_orbital_Average,r_p_orbital_Weighted_Average,r_p_orbital_Max,r_p_orbital_Min,r_p_orbital_Std_dev,r_p_orbital_Weighted_Std_dev,r_atomic_nonbonded_Average,r_atomic_nonbonded_Weighted_Average,r_atomic_nonbonded_Max,r_atomic_nonbonded_Min,r_atomic_nonbonded_Std_dev,r_atomic_nonbonded_Weighted_Std_dev,r_valence_lastorbital_Average,r_valence_lastorbital_Weighted_Average,r_valence_lastorbital_Max,r_valence_lastorbital_Min,r_valence_lastorbital_Std_dev,r_valence_lastorbital_Weighted_Std_dev,Valence_Average,Valence_Weighted_Average,Valence_Max,Valence_Min,Valence_Std_dev,Valence_Weighted_Std_dev,PeriodicColumn_upto18_Average,PeriodicColumn_upto18_Weighted_Average,PeriodicColumn_upto18_Max,PeriodicColumn_upto18_Min,PeriodicColumn_upto18_Std_dev,PeriodicColumn_upto18_Weighted_Std_dev,NumberUnfilledOrbitals_Average,NumberUnfilledOrbitals_Weighted_Average,NumberUnfilledOrbitals_Max,NumberUnfilledOrbitals_Min,NumberUnfilledOrbitals_Std_dev,NumberUnfilledOrbitals_Weighted_Std_dev,Polarizability_Average,Polarizability_Weighted_Average,Polarizability_Max,Polarizability_Min,Polarizability_Std_dev,Polarizability_Weighted_Std_dev,Heat of formation,Energy above convex hull
In2Te4,50.5,51.0,52,49,1.5,2.2361,1.5,1.6667,2,1,0.5,0.7454,-7.0,-7.6667,-5,-9,2.0,2.9814,-1.0,-1.3333,0,-2,1.0,1.4907,-3.5,-4.0,-2,-5,1.5,2.2361,2.5,2.6667,3,2,0.5,0.7454,0.5,0.3333,1,0,0.5,0.7454,1.0,1.0,1,1,0.0,0.0,1.0,1.0,1,1,0.0,0.0,1.0,1.0,1,1,0.0,0.0,14.5,15.0,16,13,1.5,2.2361,14.5,15.0,16,13,1.5,2.2361,3.5,3.0,5,2,1.5,2.2361,49.5,45.3333,62,37,12.5,18.6339,-0.07,0.2
RuSe2,39.0,37.3333,44,34,5.0,7.4536,2.0,2.0,2,2,0.0,0.0,-8.5,-9.0,-7,-10,1.5,2.2361,-1.5,-1.6667,-1,-2,0.5,0.7454,-4.5,-5.0,-3,-6,1.5,2.2361,2.5,3.0,4,1,1.5,2.2361,0.5,0.3333,1,0,0.5,0.7454,0.5,0.3333,1,0,0.5,0.7454,1.0,1.0,1,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,12.0,13.3333,16,8,4.0,5.9628,12.0,13.3333,16,8,4.0,5.9628,3.0,2.6667,4,2,1.0,1.4907,45.5,39.0,65,26,19.5,29.0689,-0.11,0.31
Cd4Br4O4,30.3333,30.3333,48,8,16.66,28.856,2.0,2.0,3,1,0.8165,1.4142,-12.3333,-12.3333,-9,-16,2.8674,4.9666,-1.3333,-1.3333,1,-3,1.6997,2.9439,-7.0,-7.0,-5,-9,1.633,2.8284,3.0,3.0,5,0,2.1602,3.7417,0.3333,0.3333,1,0,0.4714,0.8165,0.3333,0.3333,1,0,0.4714,0.8165,0.6667,0.6667,1,0,0.4714,0.8165,0.3333,0.3333,1,0,0.4714,0.8165,11.6667,11.6667,17,6,4.4969,7.7889,15.0,15.0,17,12,2.1602,3.7417,1.0,1.0,2,0,0.8165,1.4142,24.0,24.0,46,5,16.8721,29.2233,-0.47,0.33
Hf3N2,39.5,46.0,72,7,32.5,46.8722,2.0,1.8,3,1,1.0,1.4422,-9.5,-8.8,-6,-13,3.5,5.0478,-0.5,-0.4,0,-1,0.5,0.7211,-4.5,-4.0,-2,-7,2.5,3.6056,2.0,1.6,4,0,2.0,2.8844,0.5,0.6,1,0,0.5,0.7211,0.5,0.6,1,0,0.5,0.7211,0.5,0.6,1,0,0.5,0.7211,0.0,0.0,0,0,0.0,0.0,11.5,12.8,18,5,6.5,9.3744,9.5,8.4,15,4,5.5,7.9322,5.5,6.0,8,3,2.5,3.6056,58.0,68.2,109,7,51.0,73.5532,-0.88,0.48
Nb2As2Ge2,35.3333,35.3333,41,32,4.0277,6.9761,1.6667,1.6667,2,1,0.4714,0.8165,-7.6667,-7.6667,-7,-9,0.9428,1.633,-0.3333,-0.3333,0,-1,0.4714,0.8165,-4.0,-4.0,-3,-5,0.8165,1.4142,2.3333,2.3333,4,0,1.6997,2.9439,0.3333,0.3333,1,0,0.4714,0.8165,1.0,1.0,1,1,0.0,0.0,1.0,1.0,1,1,0.0,0.0,0.6667,0.6667,1,0,0.4714,0.8165,11.3333,11.3333,15,5,4.4969,7.7889,11.3333,11.3333,15,5,4.4969,7.7889,4.6667,4.6667,7,3,1.6997,2.9439,58.0,58.0,106,29,34.1858,59.2115,-0.23,0.24
Nb2Ge2Sb2,41.3333,41.3333,51,32,7.7603,13.4412,1.6667,1.6667,2,1,0.4714,0.8165,-7.3333,-7.3333,-7,-8,0.4714,0.8165,-0.3333,-0.3333,0,-1,0.4714,0.8165,-3.6667,-3.6667,-3,-4,0.4714,0.8165,2.3333,2.3333,4,0,1.6997,2.9439,0.6667,0.6667,1,0,0.4714,0.8165,1.0,1.0,1,1,0.0,0.0,1.0,1.0,1,1,0.0,0.0,0.6667,0.6667,1,0,0.4714,0.8165,11.3333,11.3333,15,5,4.4969,7.7889,11.3333,11.3333,15,5,4.4969,7.7889,4.6667,4.6667,7,3,1.6997,2.9439,62.3333,62.3333,106,39,30.9013,53.5226,-0.11,0.24
Zn4Br4O4,24.3333,24.3333,35,8,11.7284,20.3142,2.0,2.0,3,1,0.8165,1.4142,-12.3333,-12.3333,-9,-16,2.8674,4.9666,-1.3333,-1.3333,1,-3,1.6997,2.9439,-7.0,-7.0,-5,-9,1.633,2.8284,3.0,3.0,5,0,2.1602,3.7417,0.3333,0.3333,1,0,0.4714,0.8165,0.3333,0.3333,1,0,0.4714,0.8165,0.6667,0.6667,1,0,0.4714,0.8165,0.3333,0.3333,1,0,0.4714,0.8165,11.6667,11.6667,17,6,4.4969,7.7889,15.0,15.0,17,12,2.1602,3.7417,1.0,1.0,2,0,0.8165,1.4142,21.3333,21.3333,38,5,13.4743,23.3381,-0.62,0.36
Bi2F2,46.0,46.0,83,9,37.0,52.3259,2.5,2.5,3,2,0.5,0.7071,-13.0,-13.0,-7,-19,6.0,8.4853,-2.5,-2.5,-1,-4,1.5,2.1213,-7.5,-7.5,-4,-11,3.5,4.9497,1.5,1.5,2,1,0.5,0.7071,0.0,0.0,0,0,0.0,0.0,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,18.0,18.0,29,7,11.0,15.5563,16.0,16.0,17,15,1.0,1.4142,2.0,2.0,3,1,1.0,1.4142,26.5,26.5,50,3,23.5,33.234,-1.21,0.48
Ti3B2F2S2,13.0,14.0,22,5,6.5192,13.1909,2.0,1.8889,3,1,0.7071,1.4316,-11.25,-10.7778,-7,-19,4.7104,9.4679,-1.5,-1.3333,0,-4,1.6583,3.3333,-6.25,-6.0,-3,-11,3.1125,6.245,1.75,1.5556,4,0,1.479,2.9835,0.25,0.3333,1,0,0.433,0.8819,0.25,0.3333,1,0,0.433,0.8819,0.5,0.5556,1,0,0.5,1.0062,0.0,0.0,0,0,0.0,0.0,5.0,4.8889,7,3,1.5811,3.1701,12.5,11.5556,17,4,5.1235,10.4196,4.0,4.4444,8,1,2.7386,5.5489,33.5,40.0,92,3,34.442,70.0999,-0.98,0.9
V3B2F2Se2,17.75,18.3333,34,5,11.519,23.0675,2.0,1.8889,3,1,0.7071,1.4316,-11.0,-10.5556,-7,-19,4.7434,9.5284,-1.5,-1.3333,0,-4,1.6583,3.3333,-6.0,-5.7778,-3,-11,3.0822,6.1804,1.75,1.5556,4,0,1.479,2.9835,0.25,0.3333,1,0,0.433,0.8819,0.25,0.3333,1,0,0.433,0.8819,0.5,0.5556,1,0,0.5,1.0062,0.0,0.0,0,0,0.0,0.0,7.75,7.4444,16,3,4.9687,9.9561,12.75,11.8889,17,5,4.7104,9.5768,3.75,4.1111,7,1,2.3848,4.8241,32.5,37.8889,81,3,29.2447,59.474,-0.71,0.69
Zr3C2F2S2,17.75,20.2222,40,6,13.3487,27.1514,2.0,1.8889,3,1,0.7071,1.4316,-11.5,-10.8889,-6,-19,4.717,9.5128,-1.5,-1.3333,0,-4,1.6583,3.3333,-6.5,-6.1111,-3,-11,2.958,5.967,2.0,1.7778,4,0,1.5811,3.1934,0.25,0.3333,1,0,0.433,0.8819,0.25,0.3333,1,0,0.433,0.8819,0.5,0.5556,1,0,0.5,1.0062,0.0,0.0,0,0,0.0,0.0,5.25,5.1111,7,4,1.299,2.6129,12.75,11.7778,17,4,5.166,10.5134,3.75,4.2222,8,1,2.681,5.4444,38.5,47.6667,121,3,47.9661,97.6684,-1.12,0.85
Ta3C2F2,29.3333,35.5714,73,6,30.9013,54.6023,2.0,1.8571,3,1,0.8165,1.4357,-12.0,-11.2857,-7,-19,5.099,8.918,-1.3333,-1.1429,0,-4,1.8856,3.2826,-6.3333,-5.8571,-3,-11,3.3993,5.9453,1.3333,1.1429,3,0,1.2472,2.1853,0.3333,0.4286,1,0,0.4714,0.833,0.3333,0.4286,1,0,0.4714,0.833,0.3333,0.4286,1,0,0.4714,0.833,0.0,0.0,0,0,0.0,0.0,10.0,11.2857,19,4,6.4807,11.4437,12.0,11.0,17,5,5.099,9.0,4.0,4.4286,7,1,2.4495,4.3071,34.0,41.7143,88,3,38.3232,67.7092,-1.27,0.27
Y3C2O2,17.6667,20.7143,39,6,15.107,26.6933,2.0,1.8571,3,1,0.8165,1.4357,-10.6667,-10.0,-6,-16,4.1096,7.2111,-0.6667,-0.5714,0,-2,0.9428,1.6413,-5.3333,-4.8571,-2,-9,2.8674,5.0346,2.3333,2.0,4,0,1.6997,3.0,0.3333,0.4286,1,0,0.4714,0.833,0.3333,0.4286,1,0,0.4714,0.833,0.3333,0.4286,1,0,0.4714,0.833,0.0,0.0,0,0,0.0,0.0,4.3333,4.1429,6,3,1.2472,2.1853,11.0,9.8571,16,3,5.7155,10.0955,5.0,5.5714,9,2,2.9439,5.1942,56.3333,70.1429,153,5,68.3975,120.8585,-1.57,0.36
Nb3N2O2,18.6667,21.8571,41,7,15.7973,27.9142,2.3333,2.1429,3,1,0.9428,1.666,-12.0,-11.2857,-7,-16,3.7417,6.5978,-1.0,-0.8571,0,-2,0.8165,1.4357,-6.6667,-6.2857,-4,-9,2.0548,3.6197,2.6667,2.2857,4,0,1.8856,3.332,0.3333,0.4286,1,0,0.4714,0.833,0.3333,0.4286,1,0,0.4714,0.833,0.3333,0.4286,1,0,0.4714,0.833,0.0,0.0,0,0,0.0,0.0,5.3333,5.2857,6,5,0.4714,0.8207,12.0,11.0,16,5,4.9666,8.775,4.0,4.4286,7,2,2.1602,3.8146,39.3333,48.8571,106,5,47.1475,83.3113,-1.62,0.21
Sc3C2,13.5,15.0,21,6,7.5,10.8167,1.5,1.4,2,1,0.5,0.7211,-8.5,-8.2,-7,-10,1.5,2.1633,0.0,0.0,0,0,0.0,0.0,-4.0,-3.8,-3,-5,1.0,1.4422,1.5,1.2,3,0,1.5,2.1633,0.5,0.6,1,0,0.5,0.7211,0.5,0.6,1,0,0.5,0.7211,0.5,0.6,1,0,0.5,0.7211,0.0,0.0,0,0,0.0,0.0,3.5,3.4,4,3,0.5,0.7211,8.5,7.4,14,3,5.5,7.9322,6.5,7.0,9,4,2.5,3.6056,59.0,68.6,107,11,48.0,69.2266,-0.28,0.21
Mo4F2N3,19.3333,23.0,42,7,16.0485,28.5132,2.6667,2.5556,3,2,0.4714,0.8389,-12.6667,-11.2222,-6,-19,5.3125,9.5355,-2.0,-1.6667,-1,-4,1.4142,2.5166,-7.3333,-6.5556,-4,-11,2.8674,5.146,1.6667,1.5556,4,0,1.6997,2.9502,0.3333,0.4444,1,0,0.4714,0.8389,0.3333,0.4444,1,0,0.4714,0.8389,0.3333,0.4444,1,0,0.4714,0.8389,0.0,0.0,0,0,0.0,0.0,6.0,5.8889,7,5,0.8165,1.4272,12.6667,11.4444,17,6,4.7842,8.5527,3.3333,3.8889,6,1,2.0548,3.6868,32.0,41.2222,86,3,38.2187,68.0966,-0.81,0.21
Mo4N3,24.5,27.0,42,7,17.5,25.0,2.5,2.4286,3,2,0.5,0.7143,-9.5,-9.0,-6,-13,3.5,5.0,-1.0,-1.0,-1,-1,0.0,0.0,-5.5,-5.2857,-4,-7,1.5,2.1429,2.0,1.7143,4,0,2.0,2.8571,0.5,0.5714,1,0,0.5,0.7143,0.5,0.5714,1,0,0.5,0.7143,0.5,0.5714,1,0,0.5,0.7143,0.0,0.0,0,0,0.0,0.0,5.5,5.5714,6,5,0.5,0.7143,10.5,9.8571,15,6,4.5,6.4286,4.5,4.7143,6,3,1.5,2.1429,46.5,52.1429,86,7,39.5,56.4286,-0.12,0.3
Al2O2,10.5,10.5,13,8,2.5,3.5355,2.0,2.0,3,1,1.0,1.4142,-10.5,-10.5,-5,-16,5.5,7.7782,-1.0,-1.0,0,-2,1.0,1.4142,-5.5,-5.5,-2,-9,3.5,4.9497,3.5,3.5,4,3,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,4.5,4.5,6,3,1.5,2.1213,14.5,14.5,16,13,1.5,2.1213,3.5,3.5,5,2,1.5,2.1213,30.0,30.0,55,5,25.0,35.3553,-1.25,1.25
Mo2Br2,38.5,38.5,42,35,3.5,4.9497,2.0,2.0,2,2,0.0,0.0,-9.0,-9.0,-6,-12,3.0,4.2426,-2.0,-2.0,-1,-3,1.0,1.4142,-5.5,-5.5,-4,-7,1.5,2.1213,2.5,2.5,5,0,2.5,3.5355,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,1.0,1.0,1,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,11.5,11.5,17,6,5.5,7.7782,11.5,11.5,17,6,5.5,7.7782,3.5,3.5,6,1,2.5,3.5355,53.5,53.5,86,21,32.5,45.9619,-0.13,0.42
Pb2Br2,58.5,58.5,82,35,23.5,33.234,2.0,2.0,2,2,0.0,0.0,-9.0,-9.0,-6,-12,3.0,4.2426,-1.5,-1.5,0,-3,1.5,2.1213,-5.0,-5.0,-3,-7,2.0,2.8284,3.5,3.5,5,2,1.5,2.1213,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,1.0,1.0,1,1,0.0,0.0,0.5,0.5,1,0,0.5,0.7071,22.5,22.5,28,17,5.5,7.7782,15.5,15.5,17,14,1.5,2.1213,2.5,2.5,4,1,1.5,2.1213,34.0,34.0,47,21,13.0,18.3848,-0.39,0.33
AlI2,33.0,39.6667,53,13,20.0,29.8143,1.5,1.6667,2,1,0.5,0.7454,-8.0,-9.0,-5,-11,3.0,4.4721,-1.5,-2.0,0,-3,1.5,2.2361,-4.5,-5.3333,-2,-7,2.5,3.7268,3.5,3.6667,4,3,0.5,0.7454,0.5,0.3333,1,0,0.5,0.7454,1.0,1.0,1,1,0.0,0.0,1.0,1.0,1,1,0.0,0.0,1.0,1.0,1,1,0.0,0.0,10.0,12.3333,17,3,7.0,10.435,15.0,15.6667,17,13,2.0,2.9814,3.0,2.3333,5,1,2.0,2.9814,44.5,41.0,55,34,10.5,15.6525,-0.21,0.4
Zn2Br2,32.5,32.5,35,30,2.5,3.5355,1.5,1.5,2,1,0.5,0.7071,-10.5,-10.5,-9,-12,1.5,2.1213,-1.0,-1.0,1,-3,2.0,2.8284,-6.0,-6.0,-5,-7,1.0,1.4142,2.5,2.5,5,0,2.5,3.5355,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,1.0,1.0,1,1,0.0,0.0,0.5,0.5,1,0,0.5,0.7071,14.5,14.5,17,12,2.5,3.5355,14.5,14.5,17,12,2.5,3.5355,0.5,0.5,1,0,0.5,0.7071,29.5,29.5,38,21,8.5,12.0208,-0.34,0.35
Cd2Se2,41.0,41.0,48,34,7.0,9.8995,1.5,1.5,2,1,0.5,0.7071,-9.5,-9.5,-9,-10,0.5,0.7071,-0.5,-0.5,1,-2,1.5,2.1213,-5.5,-5.5,-5,-6,0.5,0.7071,2.0,2.0,4,0,2.0,2.8284,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,1.0,1.0,1,1,0.0,0.0,0.5,0.5,1,0,0.5,0.7071,14.0,14.0,16,12,2.0,2.8284,14.0,14.0,16,12,2.0,2.8284,1.0,1.0,2,0,1.0,1.4142,36.0,36.0,46,26,10.0,14.1421,-0.21,0.42
Cd2Te2,50.0,50.0,52,48,2.0,2.8284,1.5,1.5,2,1,0.5,0.7071,-9.0,-9.0,-9,-9,0.0,0.0,-0.5,-0.5,1,-2,1.5,2.1213,-5.0,-5.0,-5,-5,0.0,0.0,1.5,1.5,3,0,1.5,2.1213,0.5,0.5,1,0,0.5,0.7071,1.0,1.0,1,1,0.0,0.0,1.0,1.0,1,1,0.0,0.0,1.0,1.0,1,1,0.0,0.0,14.0,14.0,16,12,2.0,2.8284,14.0,14.0,16,12,2.0,2.8284,1.0,1.0,2,0,1.0,1.4142,41.5,41.5,46,37,4.5,6.364,-0.22,0.24
W2Cl2,45.5,45.5,74,17,28.5,40.3051,2.5,2.5,3,2,0.5,0.7071,-10.5,-10.5,-8,-13,2.5,3.5355,-1.5,-1.5,0,-3,1.5,2.1213,-6.0,-6.0,-4,-8,2.0,2.8284,2.0,2.0,4,0,2.0,2.8284,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,0.0,0.0,0,0,0.0,0.0,13.5,13.5,20,7,6.5,9.1924,11.5,11.5,17,6,5.5,7.7782,3.5,3.5,6,1,2.5,3.5355,44.5,44.5,75,14,30.5,43.1335,-0.3,0.24
Zr2Cl2,28.5,28.5,40,17,11.5,16.2635,2.0,2.0,3,1,1.0,1.4142,-9.5,-9.5,-6,-13,3.5,4.9497,-1.5,-1.5,0,-3,1.5,2.1213,-5.5,-5.5,-3,-8,2.5,3.5355,2.0,2.0,4,0,2.0,2.8284,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,0.0,0.0,0,0,0.0,0.0,5.5,5.5,7,4,1.5,2.1213,10.5,10.5,17,4,6.5,9.1924,4.5,4.5,8,1,3.5,4.9497,67.5,67.5,121,14,53.5,75.6604,-0.58,0.74
Co2S2,21.5,21.5,27,16,5.5,7.7782,1.5,1.5,2,1,0.5,0.7071,-9.0,-9.0,-7,-11,2.0,2.8284,-1.5,-1.5,-1,-2,0.5,0.7071,-5.5,-5.5,-4,-7,1.5,2.1213,2.0,2.0,4,0,2.0,2.8284,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,1.0,1.0,1,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,7.5,7.5,9,6,1.5,2.1213,12.5,12.5,16,9,3.5,4.9497,2.5,2.5,3,2,0.5,0.7071,36.0,36.0,53,19,17.0,24.0416,-0.12,0.37
Re2F2,42.0,42.0,75,9,33.0,46.669,2.0,2.0,3,1,1.0,1.4142,-14.0,-14.0,-9,-19,5.0,7.0711,-2.5,-2.5,-1,-4,1.5,2.1213,-8.0,-8.0,-5,-11,3.0,4.2426,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,0.0,0.0,0,0,0.0,0.0,14.0,14.0,21,7,7.0,9.8995,12.0,12.0,17,7,5.0,7.0711,3.0,3.0,5,1,2.0,2.8284,34.0,34.0,65,3,31.0,43.8406,-0.97,0.26
Zn2F2,19.5,19.5,30,9,10.5,14.8492,2.0,2.0,3,1,1.0,1.4142,-14.0,-14.0,-9,-19,5.0,7.0711,-1.5,-1.5,1,-4,2.5,3.5355,-8.0,-8.0,-5,-11,3.0,4.2426,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,9.5,9.5,12,7,2.5,3.5355,14.5,14.5,17,12,2.5,3.5355,0.5,0.5,1,0,0.5,0.7071,20.5,20.5,38,3,17.5,24.7487,-1.58,0.23
Ga2O2,19.5,19.5,31,8,11.5,16.2635,2.0,2.0,3,1,1.0,1.4142,-10.5,-10.5,-5,-16,5.5,7.7782,-1.0,-1.0,0,-2,1.0,1.4142,-5.5,-5.5,-2,-9,3.5,4.9497,3.5,3.5,4,3,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,9.5,9.5,13,6,3.5,4.9497,14.5,14.5,16,13,1.5,2.1213,3.5,3.5,5,2,1.5,2.1213,28.0,28.0,51,5,23.0,32.5269,-0.81,0.7
Hf2S2,44.0,44.0,72,16,28.0,39.598,1.5,1.5,2,1,0.5,0.7071,-8.5,-8.5,-6,-11,2.5,3.5355,-1.0,-1.0,0,-2,1.0,1.4142,-4.5,-4.5,-2,-7,2.5,3.5355,2.0,2.0,4,0,2.0,2.8284,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,1.0,1.0,1,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,12.0,12.0,18,6,6.0,8.4853,10.0,10.0,16,4,6.0,8.4853,5.0,5.0,8,2,3.0,4.2426,64.0,64.0,109,19,45.0,63.6396,-0.61,0.71
Hf2Te2,62.0,62.0,72,52,10.0,14.1421,1.5,1.5,2,1,0.5,0.7071,-7.5,-7.5,-6,-9,1.5,2.1213,-1.0,-1.0,0,-2,1.0,1.4142,-3.5,-3.5,-2,-5,1.5,2.1213,1.5,1.5,3,0,1.5,2.1213,0.5,0.5,1,0,0.5,0.7071,1.0,1.0,1,1,0.0,0.0,1.0,1.0,1,1,0.0,0.0,0.5,0.5,1,0,0.5,0.7071,17.0,17.0,18,16,1.0,1.4142,10.0,10.0,16,4,6.0,8.4853,5.0,5.0,8,2,3.0,4.2426,73.0,73.0,109,37,36.0,50.9117,-0.41,0.29
Ir2S2,46.5,46.5,77,16,30.5,43.1335,2.0,2.0,2,2,0.0,0.0,-9.5,-9.5,-8,-11,1.5,2.1213,-2.0,-2.0,-2,-2,0.0,0.0,-6.0,-6.0,-5,-7,1.0,1.4142,2.0,2.0,4,0,2.0,2.8284,0.0,0.0,0,0,0.0,0.0,0.5,0.5,1,0,0.5,0.7071,1.0,1.0,1,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,14.5,14.5,23,6,8.5,12.0208,12.5,12.5,16,9,3.5,4.9497,2.5,2.5,3,2,0.5,0.7071,35.0,35.0,51,19,16.0,22.6274,-0.02,0.34
WS2,45.0,35.3333,74,16,29.0,43.2307,2.0,2.0,2,2,0.0,0.0,-9.5,-10.0,-8,-11,1.5,2.2361,-1.0,-1.3333,0,-2,1.0,1.4907,-5.5,-6.0,-4,-7,1.5,2.2361,2.0,2.6667,4,0,2.0,2.9814,0.5,0.3333,1,0,0.5,0.7454,0.5,0.3333,1,0,0.5,0.7454,1.0,1.0,1,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,13.0,10.6667,20,6,7.0,10.435,11.0,12.6667,16,6,5.0,7.4536,4.0,3.3333,6,2,2.0,2.9814,47.0,37.6667,75,19,28.0,41.7399,-0.58,0.3
In2S2,32.5,32.5,49,16,16.5,23.3345,1.5,1.5,2,1,0.5,0.7071,-8.0,-8.0,-5,-11,3.0,4.2426,-1.0,-1.0,0,-2,1.0,1.4142,-4.5,-4.5,-2,-7,2.5,3.5355,3.0,3.0,4,2,1.0,1.4142,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,1.0,1.0,1,1,0.0,0.0,0.5,0.5,1,0,0.5,0.7071,9.5,9.5,13,6,3.5,4.9497,14.5,14.5,16,13,1.5,2.1213,3.5,3.5,5,2,1.5,2.1213,40.5,40.5,62,19,21.5,30.4056,-0.25,0.3
Ir2S2,46.5,46.5,77,16,30.5,43.1335,2.0,2.0,2,2,0.0,0.0,-9.5,-9.5,-8,-11,1.5,2.1213,-2.0,-2.0,-2,-2,0.0,0.0,-6.0,-6.0,-5,-7,1.0,1.4142,2.0,2.0,4,0,2.0,2.8284,0.0,0.0,0,0,0.0,0.0,0.5,0.5,1,0,0.5,0.7071,1.0,1.0,1,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,14.5,14.5,23,6,8.5,12.0208,12.5,12.5,16,9,3.5,4.9497,2.5,2.5,3,2,0.5,0.7071,35.0,35.0,51,19,16.0,22.6274,-0.05,0.31
Mo2O2,25.0,25.0,42,8,17.0,24.0416,2.5,2.5,3,2,0.5,0.7071,-11.0,-11.0,-6,-16,5.0,7.0711,-1.5,-1.5,-1,-2,0.5,0.7071,-6.5,-6.5,-4,-9,2.5,3.5355,2.0,2.0,4,0,2.0,2.8284,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,0.0,0.0,0,0,0.0,0.0,6.0,6.0,6,6,0.0,0.0,11.0,11.0,16,6,5.0,7.0711,4.0,4.0,6,2,2.0,2.8284,45.5,45.5,86,5,40.5,57.2756,-1.08,0.42
Nb2S2,28.5,28.5,41,16,12.5,17.6777,1.5,1.5,2,1,0.5,0.7071,-9.0,-9.0,-7,-11,2.0,2.8284,-1.0,-1.0,0,-2,1.0,1.4142,-5.5,-5.5,-4,-7,1.5,2.1213,2.0,2.0,4,0,2.0,2.8284,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,1.0,1.0,1,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,5.5,5.5,6,5,0.5,0.7071,10.5,10.5,16,5,5.5,7.7782,4.5,4.5,7,2,2.5,3.5355,62.5,62.5,106,19,43.5,61.5183,-0.72,0.32
Nb2Se2,37.5,37.5,41,34,3.5,4.9497,1.5,1.5,2,1,0.5,0.7071,-8.5,-8.5,-7,-10,1.5,2.1213,-1.0,-1.0,0,-2,1.0,1.4142,-5.0,-5.0,-4,-6,1.0,1.4142,2.0,2.0,4,0,2.0,2.8284,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,1.0,1.0,1,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,10.5,10.5,16,5,5.5,7.7782,10.5,10.5,16,5,5.5,7.7782,4.5,4.5,7,2,2.5,3.5355,66.0,66.0,106,26,40.0,56.5685,-0.23,0.57
